Symbol,Links,Close,Change(%),Last Updated At,Open,High,Low,Volume,Volume Score,Market Cap,Sector,Sub Sector
BROOKS,   ,110.15,-1.26,24/05/2017 15:31:18,113.95,116.2,109,58173,1.22 X,160.9,Pharmaceuticals,Bulk Drugs & Formln
BSE,   ,1055.75,0.07,24/05/2017 15:31:16,1057.7,1064.7,1045.75,310759,1.63 X,0.00,NA,NA
BSL,   ,72.5,-5.72,24/05/2017 15:31:19,76,79.2,72.1,9847,0.69 X,75.47,Textiles,Textiles - Weaving
BSLIMITED,   ,1.85,0.00,24/05/2017 15:31:17,1.85,1.9,1.8,442030,0.64 X,0.00,Transmisson Line Towers / Equipment,Transmisson Line Towers / Equipment
BURNPUR,   ,8.1,-8.99,24/05/2017 15:31:15,9,9,7.9,802327,1.35 X,49.48,Cement,Cement - Products/Building Materials
BUTTERFLY,   ,166,-5.03,24/05/2017 15:31:19,177.85,177.85,164.2,14090,0.82 X,0.00,Appliances,Domestic Appliances - Others
BYKE,   ,190.35,-1.53,24/05/2017 15:31:11,195,199,189.95,30382,0.15 X,0.00,Hotels,Hotels
CADILAHC,   ,440.65,-0.05,24/05/2017 15:31:09,445,446.15,428.15,643797,0.74 X,45010.93,Pharmaceuticals,Pharmaceuticals
CAMLINFINE,   ,80.6,-2.89,24/05/2017 15:31:10,83.45,83.95,80.1,206623,0.82 X,0.00,Chemicals,Chemicals - Others
CANBK,   ,353.1,-1.19,24/05/2017 15:31:13,358,360.25,350.1,2812702,0.48 X,15627.44,Banks - PSU,Finance - Banks - Public Sector
CANFINHOME,   ,2573.6,-0.61,24/05/2017 15:31:09,2599.95,2639.95,2527.05,105526,0.62 X,5297.08,Finance,Finance - Housing
CANTABIL,   ,71,-1.8,24/05/2017 15:31:17,75.2,77.9,70.5,6398,0.52 X,116.27,Textiles,Textiles - Readymade Apparels
CAPF,   ,665.6,-3.9,24/05/2017 15:31:15,699.25,702.65,647,1165194,1.48 X,0.00,Finance,Finance - Investments
CAPLIPOINT,   ,532.35,-5.43,24/05/2017 15:31:20,569.3,583.4,525,282931,0.97 X,0.00,Pharmaceuticals,Formulations
CAPTRUST,   ,381.65,-7.25,24/05/2017 15:31:16,397.1,399,373.9,19240,3.01 X,0.00,NA,NA
CARBORUNIV,   ,288.6,-1.82,24/05/2017 15:31:19,295,295,288,132062,0.87 X,5441.06,Grinding Wheels,Abrasives/Grinding Wheels
CAREERP,   ,103.95,-1.19,24/05/2017 15:31:17,105.25,105.95,103.1,14575,0.34 X,188.09,Misc,Miscellaneous
CARERATING,   ,1413.75,-1.64,24/05/2017 15:31:18,1430.1,1440,1403.8,154333,4.43 X,0.00,Misc,Miscellaneous
CASTEXTECH,   ,7.25,-2.68,24/05/2017 15:31:13,7.5,7.6,7,1021366,0.71 X,0.00,Auto Ancl,Auto Ancl - Others
CASTROLIND,   ,418.8,1.68,24/05/2017 15:31:19,410,420.4,408.1,1200662,1.74 X,0.00,Chemicals,Chemicals - Others
CCHHL,   ,13.2,-4,24/05/2017 15:31:10,13.95,13.95,13.1,99962,0.43 X,0.00,Hotels,Hotels
CCL,   ,287.8,-7.31,24/05/2017 15:31:13,306.6,310,285.15,276883,4.0 X,3868.47,Tea-Coffee,Plantations - Tea & Coffee
CEATLTD,   ,1698.35,-2.71,24/05/2017 15:31:09,1750.05,1760.95,1686.6,972598,0.72 X,5242.03,Auto Ancl,Tyres & Tubes
CEBBCO,   ,12.25,-3.92,24/05/2017 15:31:17,12.9,13.1,12.1,41425,1.0 X,67.67,Engineering,Engineering - General
CELEBRITY,   ,13.7,-3.86,24/05/2017 15:31:14,14.1,14.5,13.6,110668,0.51 X,26.76,Textiles,Textiles - Readymade Apparels
CELESTIAL,   ,21.3,-3.4,24/05/2017 15:31:14,22,22.2,20.9,71670,1.5 X,30.6,Pharmaceuticals,Pharmaceuticals
CENTENKA,   ,374.8,-1.2,24/05/2017 15:31:19,375.45,385,373.65,54994,0.69 X,818.59,Textiles,Textiles - Manmade Fibre - PFY/PSF
CENTRALBK,   ,104.9,-4.24,24/05/2017 15:31:15,109.9,111,103.3,692087,0.47 X,6793.01,Banks - PSU,Finance - Banks - Public Sector
CENTUM,   ,573,-3.46,24/05/2017 15:31:15,609.35,609.55,570,2555,0.7 X,693.21,Electronics,Electronics - Others
CENTURYPLY,   ,241.05,-2.78,24/05/2017 15:31:14,249.8,252.95,240,189609,1.17 X,5390.6,Consumer Goods,Decoratives - Wood Based
CENTURYTEX,   ,1031.55,-8.02,24/05/2017 15:31:09,1125,1131.15,1020.85,1176895,1.47 X,9605.06,Diversified,Diversified
CERA,   ,2827.55,-2.6,24/05/2017 15:31:15,2905,2927.4,2810,4129,0.56 X,3573.25,Ceramics,Ceramics/Tiles/Sanitaryware
CEREBRAINT,   ,42.1,5.25,24/05/2017 15:31:18,41.75,44,40.15,949227,2.28 X,0.00,Computers,Computers - Hardware
CESC,   ,874.6,2.83,24/05/2017 15:31:09,860,880,843.5,1092752,0.68 X,10899.76,Power,Power - Generation/Distribution
CGCL,   ,57.25,-3.7,24/05/2017 15:31:17,60,60,56.1,34182,0.68 X,0.00,Finance,Finance - Investments
CGPOWER,   ,88.15,-0.11,24/05/2017 15:31:19,88.7,90.65,87.45,2709610,0.72 X,0.00,NA,NA
CHAMBLFERT,   ,105.6,-6.18,24/05/2017 15:31:19,112.6,113.65,104.1,1640884,0.7 X,4358.02,Fertilisers,Fertilisers - Nitrogenous/Phosphate
CHEMFALKAL,   ,262.6,-5.71,24/05/2017 15:31:14,278.9,278.9,261.25,21150,0.42 X,239.02,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash
CHENNPETRO,   ,365.95,0.74,24/05/2017 15:31:19,363.45,379,361.35,472544,0.69 X,5461.23,Refineries,Refineries
CHOLAFIN,   ,1008.75,-1.17,24/05/2017 15:31:19,1021.6,1028.1,1000,168025,0.72 X,13386.07,Finance,Finance - Leasing & Hire Purchase
CHROMATIC,   ,2.5,-1.96,24/05/2017 15:31:18,2.6,2.6,2.45,490859,2.0 X,0.00,Dyes,Dyes & Pigments
CIGNITITEC,   ,268.6,0.13,24/05/2017 15:31:09,263.3,273,260,25496,0.21 X,0.00,Computers,Software - Medium / Small
CINELINE,   ,74.7,-3.61,24/05/2017 15:31:18,77.05,79,73.5,33582,0.49 X,0.00,Entertainment,Entertainment/Multi Media
CIPLA,   ,519.65,-2.54,24/05/2017 15:31:09,531,536.35,514,1340383,1.34 X,42473.48,Pharmaceuticals,Pharmaceuticals
CLEDUCATE,   ,420.25,-0.12,24/05/2017 15:31:17,430,430,415.25,13005,0.8 X,0.00,NA,NA
CLNINDIA,   ,620.75,1.51,24/05/2017 15:31:19,622.95,628.75,615.05,52925,1.43 X,1655.54,Dyes,Dyes & Pigments
CMICABLES,   ,201.7,-1.44,24/05/2017 15:31:16,206.15,213.85,201.1,69654,0.72 X,0.00,NA,NA
CNOVAPETRO,   ,24,-0.41,24/05/2017 15:31:18,24.2,24.55,24,5078,1.18 X,0.00,Textiles,Manmade
COALINDIA,   ,261.75,-2.28,24/05/2017 15:31:08,268.3,270.25,261,3005024,1.14 X,165330.72,Mining,Mining/Minerals
COFFEEDAY,   ,249.55,-0.42,24/05/2017 15:31:13,251,254.4,248.05,55664,0.31 X,0.00,Hotels,Hotels
COLPAL,   ,989.9,0.28,24/05/2017 15:31:15,988.75,1010.3,983.9,342057,0.86 X,27443.48,FMCG,Personal Care
COMPINFO,   ,30.8,-3.6,24/05/2017 15:31:15,31.5,31.9,30.6,247447,0.62 X,0.00,NA,NA
COMPUSOFT,   ,12.1,-6.92,24/05/2017 15:31:18,12.9,13.15,11.8,127021,1.3 X,100.05,Computers,Education
CONCOR,   ,1179.7,-3.38,24/05/2017 15:31:09,1235.3,1250,1172.95,733502,2.28 X,22906.68,Transport,Transport - Road
CONSOFINVT,   ,68,-1.59,24/05/2017 15:31:13,73,73,67.05,8053,0.61 X,0.00,Finance,Finance - General
CONTROLPR,   ,251.7,-0.75,24/05/2017 15:31:15,258.5,258.5,251.05,5858,0.51 X,0.00,NA,NA
CORDSCABLE,   ,85.55,-2.73,24/05/2017 15:31:15,89.8,90.1,83.65,38675,0.93 X,94.63,Cables,Cables - Power/Others
COROMANDEL,   ,380.55,-0.82,24/05/2017 15:31:19,383.7,397.7,376,264549,0.71 X,10752.43,Fertilisers,Fertilisers - Nitrogenous/Phosphate
CORPBANK,   ,49.3,-2.76,24/05/2017 15:31:09,51.7,51.95,48.7,665218,0.56 X,3642.48,Banks - PSU,Finance - Banks - Public Sector
COSMOFILMS,   ,399.1,0.90,24/05/2017 15:31:09,400,408.8,395.6,53060,0.38 X,774.98,Plastics,Plastics - BOPP - Sheets/Films
COUNCODOS,   ,3.3,-2.94,24/05/2017 15:31:15,3.6,3.6,3.3,22290,0.84 X,0.00,Construction,Construction and Contracting - Real Estate
COX&KINGS,   ,206.9,-0.24,24/05/2017 15:31:15,208.95,214,205,174227,0.56 X,2824.6,Travel,Travel Agen. / Tourism Deve. / Amusement Park
CRISIL,   ,1863.9,-0.67,24/05/2017 15:31:19,1885.05,1886.9,1861.15,34570,0.8 X,12946.13,Misc,Services - Others
CROMPTON,   ,218.2,0.41,24/05/2017 15:31:15,216.9,233.65,216.5,1069439,1.26 X,0.00,NA,NA
CTE,   ,87.45,-1.96,24/05/2017 15:31:14,87.45,87.5,87.45,1293,0.1 X,171.66,Computers,Software - Medium / Small
CUB,   ,167.5,-0.39,24/05/2017 15:31:10,168,170.9,165.8,381669,0.5 X,6830.29,Banks - Private,Finance - Banks - Private Sector
CUMMINSIND,   ,914.8,-1.23,24/05/2017 15:31:09,930,934.95,908,322995,0.57 X,25423.65,Engines,Engines
CUPID,   ,282.2,-10.06,24/05/2017 15:31:16,309,309.05,278,200819,3.62 X,0.00,NA,NA
CYBERTECH,   ,59.65,-3.79,24/05/2017 15:31:10,61.55,62.5,59,21314,0.52 X,158.44,Computers,Computers - Software
CYIENT,   ,503.15,-0.71,24/05/2017 15:31:10,507,507,500,58111,0.67 X,0.00,Computers,Software - Medium / Small
DAAWAT,   ,78.5,0.19,24/05/2017 15:31:14,78.5,82.25,77,1684502,1.87 X,2037.38,Misc,Food Wholesale
DABUR,   ,268.75,-1.81,24/05/2017 15:31:19,274.25,274.95,266.6,1146883,0.43 X,46818.94,FMCG,Personal Care
DALMIABHA,   ,2333.05,-1.39,24/05/2017 15:31:17,2365.3,2422.4,2322.15,96390,0.5 X,0.00,Refractories / Intermediates,Refractories / Intermediates
DALMIASUG,   ,138.55,-3.78,24/05/2017 15:31:19,143,144,137.2,174109,0.76 X,1128.96,Sugar,Sugar - Integrated
DAMODARIND,   ,83.75,-4.23,24/05/2017 15:31:18,87.45,89.1,83,4885,0.21 X,0.00,NA,NA
DATAMATICS,   ,100.35,-7.21,24/05/2017 15:31:13,106.85,106.85,99,287900,1.01 X,593.58,Computers,Computers - Software
DBCORP,   ,354.55,-3.55,24/05/2017 15:31:15,366.05,373.4,352,40268,0.3 X,6505.41,Printing,Printing/Publishing/Stationery
DBL,   ,426.9,-1.86,24/05/2017 15:31:18,436.25,446.5,422,198391,0.6 X,0.00,NA,NA
DBREALTY,   ,40.45,-4.6,24/05/2017 15:31:15,42.5,43.2,39.85,313067,0.6 X,980.62,Construction,Construction and Contracting - Real Estate
DBSTOCKBRO,   ,9.65,0.00,24/05/2017 15:31:18,9.65,9.65,9.65,604,1.7 X,33.79,Finance,Finance - Investments
DCBBANK,   ,184.45,-2.92,24/05/2017 15:31:14,191,191,183.5,2610682,0.97 X,50639804860,Banks - Private,Finance - Banks - Private Sector
DCM,   ,129.9,-1.78,24/05/2017 15:31:19,131.1,134.9,128.8,76903,0.65 X,265.52,Textiles,Textiles - Spinning - Cotton Blended
DCMSHRIRAM,   ,369.7,-0.4,24/05/2017 15:31:19,371.9,374.05,368.1,74946,0.45 X,0.00,Diversified,Mega
DCW,   ,33.35,-0.6,24/05/2017 15:31:19,33.45,34.7,33.2,882761,0.57 X,678.55,Petrochem,Petrochem - Others
DECCANCE,   ,1129.5,-0.04,24/05/2017 15:31:15,1140.05,1149.8,1119.05,4798,0.35 X,803.32,Cement,Cement - Mini
DEEPAKFERT,   ,236.3,-2.56,24/05/2017 15:31:19,241.25,241.25,235.05,133015,0.55 X,2122.21,Fertilisers,Fertilisers - Nitrogenous/Phosphate
DEEPAKNTR,   ,136.75,-2.7,24/05/2017 15:31:17,139,140.5,134,63108,0.48 X,1426.65,Chemicals,Chemicals - Inorganic - Others
DEEPIND,   ,297.9,-1.46,24/05/2017 15:31:15,297,307.6,295,61264,0.43 X,743.7,Misc,Services - Others
DELTACORP,   ,144.9,2.19,24/05/2017 15:31:15,142.25,150.45,142.25,3782065,1.0 X,3244.31,Diversified,Diversified
DELTAMAGNT,   ,35.8,-4.79,24/05/2017 15:31:19,36,36.95,35.8,700,0.56 X,21.13,Electronics,Electronics - Others
DEN,   ,91.3,1.95,24/05/2017 15:31:15,91.4,93.7,88.2,469696,1.12 X,1190.24,Entertainment,Entertainment/Multi Media
DENABANK,   ,34.4,-3.64,24/05/2017 15:31:09,35.75,35.95,34.25,1399251,0.37 X,1203.55,Banks - PSU,Finance - Banks - Public Sector
DENORA,   ,237.2,-4.14,24/05/2017 15:31:20,251,251.45,234.45,6785,0.56 X,125.69,Misc,Welding Equipment - Electrodes
DFMFOODS,   ,1489.35,0.00,24/05/2017 15:31:20,1508,1578,1444.45,501,0.35 X,0.00,NA,NA
DHAMPURSUG,   ,205.45,-1.11,24/05/2017 15:31:19,203.5,212.8,200.2,576692,1.52 X,1115.13,Sugar,Sugar - Integrated
DHANBANK,   ,33.45,-4.56,24/05/2017 15:31:13,35.05,35.7,33.25,1565725,0.58 X,283.66,Banks - Private,Finance - Banks - Private Sector
DHANUKA,   ,767.6,-1.89,24/05/2017 15:31:17,772,792.2,760,22029,0.56 X,3876.81,Agro,Pesticides/Agro Chemicals
DHARSUGAR,   ,26.6,-3.1,24/05/2017 15:31:19,27.9,27.9,26.5,21580,0.79 X,78.18,Sugar,Sugar - Integrated
DHFL,   ,395.55,-1.6,24/05/2017 15:31:19,404.8,407.9,392.5,1984039,0.79 X,0.00,Finance,Finance - Housing
DHUNINV,   ,242.65,-2.73,24/05/2017 15:31:17,257.45,257.45,242,824,0.06 X,142.19,Finance,Finance - General
DIAPOWER,   ,29.75,-0.17,24/05/2017 15:31:17,29.5,30.55,29.35,60490,0.71 X,110.95,Cables,Cables - Power/Others
DICIND,   ,449.8,-1.26,24/05/2017 15:31:19,460,460,448,1037,0.15 X,412.55,Printing,Printing/Publishing/Stationery
DIGJAMLTD,   ,13.3,-0.37,24/05/2017 15:31:18,13.3,14,13.15,353275,0.79 X,0.00,NA,NA
DISHMAN,   ,268,-5,24/05/2017 15:29:58,280,284.45,262.4,1136520,1.69 X,4334.15,Pharmaceuticals,Pharmaceuticals
DISHTV,   ,90.7,-4.93,24/05/2017 15:29:58,94.25,96.7,88.95,7873025,1.99 X,9676.05,Entertainment,Entertainment/Multi Media
DIVISLAB,   ,556,-3.47,24/05/2017 15:29:59,575.2,576.1,553,1379095,1.88 X,14766.62,Pharmaceuticals,Pharmaceuticals
DLF,   ,190,-3.6,24/05/2017 15:29:59,197.5,199.35,186.6,14470406,1.17 X,32237.08,Construction,Construction and Contracting - Real Estate
DLINKINDIA,   ,102.1,0.49,24/05/2017 15:29:59,102.5,104.3,101,205037,0.54 X,307.02,Misc,Miscellaneous
DMART,   ,715.05,0.94,24/05/2017 15:29:59,710.4,722.9,701,747504,0.53 X,0.00,NA,NA
DOLPHINOFF,   ,95.5,2.41,24/05/2017 15:29:58,94,96.75,91.5,89403,0.77 X,159.39,Oil Drilling,Oil Drilling And Exploration
DONEAR,   ,67,-3.67,24/05/2017 15:29:44,72,72,66,54980,0.99 X,348.4,Textiles,Textiles - Weaving
DPL,   ,77.85,-6.43,24/05/2017 15:29:56,84.9,84.9,76.4,92478,1.16 X,0.00,Petrochem,Petrochem - Others
DPSCLTD,   ,38.6,0.65,24/05/2017 15:29:38,38.75,39,37.25,37322,0.3 X,0.00,Power,Power - Generation/Distribution
DREDGECORP,   ,555,-5,24/05/2017 15:29:58,580.2,593.1,549.45,81209,0.7 X,1559.09,Misc,Miscellaneous
DRREDDY,   ,2513,-2.58,24/05/2017 15:29:59,2573,2573,2510,366197,1.12 X,42157.59,Pharmaceuticals,Pharmaceuticals
DTIL,   ,282.1,-3.27,24/05/2017 15:29:46,298.5,298.5,282.05,4466,0.56 X,0.00,Tea-Coffee,Plantations - Tea & Coffee
DUCON,   ,35.8,-4.28,24/05/2017 15:29:52,37.7,39,35.7,130218,0.83 X,0.00,NA,NA
DWARKESH,   ,438.95,-2.02,24/05/2017 15:29:54,442,453.9,435.25,140633,0.81 X,715,Sugar,Sugar - Others
DYNAMATECH,   ,2699.9,-1.13,24/05/2017 15:29:32,2780,2780,2645,320,0.14 X,1461.92,Misc,Hydraulics
EASTSILK,   ,2.2,0.00,24/05/2017 15:29:50,2.15,2.3,2.05,29591,1.33 X,17.41,Textiles,Textiles - Synthetic/Silk
ECEIND,   ,235,-1.16,24/05/2017 15:29:44,256.95,256.95,219.95,2377,2.68 X,187.75,Misc,Lighting Systems
ECLERX,   ,1276,-1.37,24/05/2017 15:29:58,1298.45,1301.95,1275,3240,0.17 X,4949.5,Services,Business Services
EDELWEISS,   ,168,-2.89,24/05/2017 15:29:58,173,174.9,166.25,1399003,0.49 X,12822.54,Finance,Finance - General
EDL,   ,43.7,-2.02,24/05/2017 15:29:42,45.6,45.6,42.75,20453,0.33 X,83.27,Beverages,Beverages - Alcoholic - Breweries
EDUCOMP,   ,8.9,-2.2,24/05/2017 15:29:51,9.25,9.25,8.8,216991,0.71 X,85.48,Computers,Computers - Software - Training
EICHERMOT,   ,27311.3,-1.04,24/05/2017 15:29:57,27600,27757.1,27200,34664,0.72 X,73390.44,Auto,Auto - LCVs/HCVs
EIDPARRY,   ,307.9,-1.08,24/05/2017 15:29:53,313,317.75,304,180871,0.45 X,5350.71,Sugar,Sugar - Others
EIHAHOTELS,   ,386.05,-1.74,24/05/2017 15:12:23,400,404.95,386.05,650,0.22 X,747.21,Hotels,Hotels
EIHOTEL,   ,141.5,0.78,24/05/2017 15:29:58,140.5,142.95,137.65,146672,0.57 X,8125.03,Hotels,Hotels
EIMCOELECO,   ,626.5,-0.18,24/05/2017 15:29:32,632,659,622,25106,2.76 X,367.83,Engineering,Engineering - Heavy
EKC,   ,32,-3.32,24/05/2017 15:29:54,33.3,33.65,31.3,259546,0.77 X,342.35,Packaging,Packaging - Others
ELAND,   ,21.95,-3.52,24/05/2017 15:29:15,23.25,23.25,21.6,26535,0.44 X,0.00,Textiles,Textiles - Processing/Texturising
